transaction_id,contract_id,client_id,transaction_date,payment_amt,payment_code
23321,1539,9,1530468526,0.01,PAYMENT
23320,1539,9,1530468526,6000.01,PAYMENT
10298,793,10,1514308098,1666.67,PAYMENT
15862,793,10,1521997709,266.66,PAYMENT
13936,793,10,1519578505,266.66,PAYMENT
20356,793,10,1527185313,266.66,PAYMENT
25532,793,10,1532455689,266.66,PAYMENT
20355,793,10,1527185313,1666.67,PAYMENT
15861,793,10,1521997709,1666.67,PAYMENT
22857,793,10,1529863726,1666.67,PAYMENT
4895,793,10,1506276489,20050.04,PAYMENT
22858,793,10,1529863726,266.66,PAYMENT
8562,793,10,1511716097,1666.67,PAYMENT
17905,793,10,1524506910,1666.67,PAYMENT
6682,793,10,1508864891,1666.67,PAYMENT
5199,793,10,1506535689,266.66,PAYMENT
12015,793,10,1516813702,1666.67,PAYMENT
12016,793,10,1516813702,266.66,PAYMENT
4896,793,10,1506276489,50,PAYMENT
6683,793,10,1508864891,266.66,PAYMENT
17906,793,10,1524506910,266.66,PAYMENT
13935,793,10,1519578505,1666.67,PAYMENT
25531,793,10,1532455689,1666.67,PAYMENT
10299,793,10,1514308098,266.66,PAYMENT
5198,793,10,1506535689,1716.67,PAYMENT
8563,793,10,1511716097,266.66,PAYMENT
5009,220,11,1506276492,199.99,PAYMENT
20125,991,11,1526926115,2000,PAYMENT
5008,220,11,1506276492,1666.67,PAYMENT
22687,991,11,1529604532,320,PAYMENT
1493,220,11,1500919716,1666.67,PAYMENT
10025,991,11,1513876099,24050,PAYMENT
1494,220,11,1500919716,199.99,PAYMENT
13746,991,11,1519232903,2000,PAYMENT
3333,220,11,1503598158,1666.67,PAYMENT
22686,991,11,1529604532,2000,PAYMENT
3334,220,11,1503598158,199.99,PAYMENT
10315,991,11,1514308098,320,PAYMENT
25334,991,11,1532282891,320,PAYMENT
20126,991,11,1526926115,320,PAYMENT
25333,991,11,1532282891,2000,PAYMENT
17788,991,11,1524420516,320,PAYMENT
14081,991,11,1519751304,2000,PAYMENT
15665,991,11,1521652107,320,PAYMENT
11841,991,11,1516554503,320,PAYMENT
10026,991,11,1513876099,50,PAYMENT
13747,991,11,1519232903,320,PAYMENT
17787,991,11,1524420516,2000,PAYMENT
10314,991,11,1514308098,2050,PAYMENT
15664,991,11,1521652107,2000,PAYMENT
13815,991,11,1519578502,2000,DEFAULT
11840,991,11,1516554503,2000,PAYMENT
13816,991,11,1519578502,320,DEFAULT
14082,991,11,1519751304,320,PAYMENT
22697,1493,12,1529604532,400,PAYMENT
22314,1493,12,1529345322,30050,PAYMENT
24997,1493,12,1531937360,400,PAYMENT
22696,1493,12,1529604532,2550,PAYMENT
24996,1493,12,1531937360,2500,PAYMENT
22315,1493,12,1529345322,50,PAYMENT
4231,493,13,1505239780,416.67,PAYMENT
4232,493,13,1505239780,33.33,PAYMENT
4233,493,13,1505239780,416.67,PAYMENT
4234,493,13,1505239780,33.33,PAYMENT
4235,493,13,1505239780,416.67,PAYMENT
4236,493,13,1505239780,33.33,PAYMENT
4237,493,13,1505239780,416.67,PAYMENT
4238,493,13,1505239780,33.33,PAYMENT
4239,493,13,1505239780,33.33,PAYMENT
4240,493,13,1505239780,148.84,PAYMENT
5209,493,13,1506622089,416.67,PAYMENT
5210,493,13,1506622089,33.33,PAYMENT
5211,493,13,1506622089,416.67,PAYMENT
5212,493,13,1506622089,33.33,PAYMENT
5213,493,13,1506622089,416.67,PAYMENT
5214,493,13,1506622089,33.33,PAYMENT
5217,493,13,1506622089,33.33,PAYMENT
5218,493,13,1506622089,163.43,PAYMENT
5219,493,13,1506622089,104.4,PAYMENT
2660,493,13,1502734143,416.67,PAYMENT
2661,493,13,1502734143,33.33,PAYMENT
850,493,13,1500228501,416.67,PAYMENT
851,493,13,1500228501,33.33,PAYMENT
16214,1038,14,1522692509,833.33,PAYMENT
16215,1038,14,1522692509,133.33,PAYMENT
11770,1038,14,1516554502,883.33,PAYMENT
11508,1038,14,1516208898,10049.96,PAYMENT
11771,1038,14,1516554502,133.33,PAYMENT
23515,1038,14,1530554926,133.33,PAYMENT
14361,1038,14,1520183308,833.33,PAYMENT
20924,1038,14,1528049313,133.33,PAYMENT
18534,1038,14,1525284510,133.33,PAYMENT
23514,1038,14,1530554926,833.33,PAYMENT
11509,1038,14,1516208898,50,PAYMENT
20923,1038,14,1528049313,833.33,PAYMENT
18533,1038,14,1525284510,833.33,PAYMENT
14362,1038,14,1520183308,133.33,PAYMENT
1748,97,15,1501438121,416.67,PAYMENT
1749,97,15,1501438121,70.83,PAYMENT
14365,1121,16,1520183308,883.33,PAYMENT
18258,1121,16,1525025310,833.33,PAYMENT
23123,1121,16,1530122925,133.33,PAYMENT
23122,1121,16,1530122925,833.33,PAYMENT
14050,1121,16,1519751303,50,PAYMENT
14049,1121,16,1519751303,10049.96,PAYMENT
20464,1121,16,1527444514,133.33,PAYMENT
16027,1121,16,1522170507,833.33,PAYMENT
14366,1121,16,1520183308,133.33,PAYMENT
18259,1121,16,1525025310,133.33,PAYMENT
16028,1121,16,1522170507,133.33,PAYMENT
20463,1121,16,1527444514,833.33,PAYMENT
12985,624,17,1518455301,83.33,PAYMENT
4249,624,17,1505239780,83.33,PAYMENT
4250,624,17,1505239780,13.33,PAYMENT
14938,624,17,1520874505,83.33,PAYMENT
826,624,17,1500228501,133.33,PAYMENT
9404,624,17,1513098495,83.33,PAYMENT
9405,624,17,1513098495,13.33,PAYMENT
2522,624,17,1502647739,83.33,PAYMENT
2523,624,17,1502647739,13.33,PAYMENT
12986,624,17,1518455301,13.33,PAYMENT
689,624,17,1499882897,1049.96,PAYMENT
690,624,17,1499882897,50,PAYMENT
11181,624,17,1515949700,83.33,PAYMENT
11182,624,17,1515949700,13.33,PAYMENT
5965,624,17,1507828092,83.33,PAYMENT
5966,624,17,1507828092,13.33,PAYMENT
16992,624,17,1523556506,83.33,PAYMENT
16993,624,17,1523556506,13.33,PAYMENT
21752,624,17,1528826941,83.33,PAYMENT
21753,624,17,1528826941,13.33,PAYMENT
19200,624,17,1526234912,13.33,PAYMENT
827,624,17,1500228501,13.33,PAYMENT
14939,624,17,1520874505,13.33,PAYMENT
7582,624,17,1510506493,83.33,PAYMENT
7583,624,17,1510506493,13.33,PAYMENT
19199,624,17,1526234912,83.33,PAYMENT
4366,769,18,1505412583,5050.04,PAYMENT
4367,769,18,1505412583,50,PAYMENT
4501,769,18,1505671690,466.67,PAYMENT
4502,769,18,1505671690,66.66,PAYMENT
9521,769,18,1513271296,416.67,PAYMENT
9522,769,18,1513271296,66.66,PAYMENT
19454,769,18,1526321310,66.66,PAYMENT
17096,769,18,1523815708,416.67,PAYMENT
21955,769,18,1528999726,416.67,PAYMENT
21956,769,18,1528999726,66.66,PAYMENT
11206,769,18,1515949701,416.67,PAYMENT
11207,769,18,1515949701,66.66,PAYMENT
17097,769,18,1523815708,66.66,PAYMENT
19453,769,18,1526321310,416.67,PAYMENT
15068,769,18,1521047305,416.67,PAYMENT
6047,769,18,1508087291,416.67,PAYMENT
6048,769,18,1508087291,66.66,PAYMENT
15069,769,18,1521047305,66.66,PAYMENT
24502,769,18,1531678159,66.66,PAYMENT
13157,769,18,1518628102,416.67,PAYMENT
13158,769,18,1518628102,66.66,PAYMENT
24501,769,18,1531678159,416.67,PAYMENT
7788,769,18,1510679292,416.67,PAYMENT
7789,769,18,1510679292,66.66,PAYMENT
8615,397,19,1511802496,583.33,PAYMENT
8616,397,19,1511802496,87.5,PAYMENT
10357,397,19,1514394497,583.33,PAYMENT
10358,397,19,1514394497,87.5,PAYMENT
5189,397,19,1506535689,87.5,PAYMENT
5188,397,19,1506535689,583.33,PAYMENT
12098,397,19,1517159301,583.33,PAYMENT
12099,397,19,1517159301,87.5,PAYMENT
1669,397,19,1501178920,87.5,PAYMENT
1668,397,19,1501178920,583.33,PAYMENT
3409,397,19,1503857360,583.33,PAYMENT
3410,397,19,1503857360,87.5,PAYMENT
6912,397,19,1509296893,583.33,PAYMENT
6913,397,19,1509296893,87.5,PAYMENT
14996,1162,20,1520960903,4049.96,PAYMENT
24491,1162,20,1531678159,333.33,PAYMENT
15264,1162,20,1521392903,383.33,PAYMENT
15265,1162,20,1521392903,46.67,PAYMENT
17085,1162,20,1523815707,46.67,PAYMENT
19212,1162,20,1526234913,46.67,PAYMENT
24492,1162,20,1531678159,46.67,PAYMENT
21855,1162,20,1528913351,46.67,PAYMENT
14997,1162,20,1520960903,50,PAYMENT
19211,1162,20,1526234913,333.33,PAYMENT
17084,1162,20,1523815707,333.33,PAYMENT
21854,1162,20,1528913351,333.33,PAYMENT
2137,121,21,1502042930,58.33,PAYMENT
287,121,21,1499278088,416.67,PAYMENT
2295,121,21,1502215734,416.67,DEFAULT
2296,121,21,1502215734,58.33,DEFAULT
288,121,21,1499278088,58.33,PAYMENT
2664,121,21,1502734143,416.67,PAYMENT
2665,121,21,1502734143,58.33,PAYMENT
379,121,21,1499623690,416.67,DEFAULT
380,121,21,1499623690,58.33,DEFAULT
856,121,21,1500228501,416.67,PAYMENT
857,121,21,1500228501,58.33,PAYMENT
2136,121,21,1502042930,416.67,PAYMENT
8479,857,22,1511716095,66.66,PAYMENT
13999,857,22,1519664902,416.67,PAYMENT
10226,857,22,1514308096,416.67,PAYMENT
10227,857,22,1514308096,66.66,PAYMENT
6772,857,22,1509037693,50,PAYMENT
15931,857,22,1522084104,66.66,PAYMENT
23022,857,22,1530036526,416.67,PAYMENT
20432,857,22,1527444513,66.66,PAYMENT
6898,857,22,1509296892,466.67,PAYMENT
18106,857,22,1524766110,66.66,PAYMENT
14000,857,22,1519664902,66.66,PAYMENT
6771,857,22,1509037693,5050.04,PAYMENT
12090,857,22,1517159301,416.67,PAYMENT
15930,857,22,1522084104,416.67,PAYMENT
12091,857,22,1517159301,66.66,PAYMENT
6899,857,22,1509296892,66.66,PAYMENT
18105,857,22,1524766110,416.67,PAYMENT
23023,857,22,1530036526,66.66,PAYMENT
8478,857,22,1511716095,416.67,PAYMENT
20431,857,22,1527444513,416.67,PAYMENT
246,29,23,1499191687,60,PAYMENT
245,29,23,1499191687,500,PAYMENT
8752,351,24,1512061694,25,PAYMENT
10456,351,24,1514826496,166.67,PAYMENT
10457,351,24,1514826496,25,PAYMENT
5304,351,24,1506964092,166.67,PAYMENT
5305,351,24,1506964092,25,PAYMENT
21,351,24,1499018882,166.67,PAYMENT
5513,351,24,1507136890,25,DEFAULT
5512,351,24,1507136890,166.67,DEFAULT
5862,351,24,1507655290,166.67,PAYMENT
5863,351,24,1507655290,25,PAYMENT
22,351,24,1499018882,25,PAYMENT
6993,351,24,1509469692,166.67,PAYMENT
1842,351,24,1501524524,166.67,PAYMENT
1843,351,24,1501524524,25,PAYMENT
3606,351,24,1504202965,166.67,PAYMENT
3607,351,24,1504202965,25,PAYMENT
6994,351,24,1509469692,25,PAYMENT
8751,351,24,1512061694,166.67,PAYMENT
21937,1040,25,1528999725,106.66,PAYMENT
25117,1040,25,1532282886,106.66,DEFAULT
14826,1040,25,1520788105,106.66,PAYMENT
21273,1040,25,1528308551,200,PAYMENT
14010,1040,25,1519664902,106.66,PAYMENT
25114,1040,25,1532282886,173.33,DEFAULT
22921,1040,25,1529950123,173.33,DEFAULT
15312,1040,25,1521392905,666.67,PAYMENT
11750,1040,25,1516554501,716.67,PAYMENT
20718,1040,25,1527703713,666.67,DEFAULT
21125,1040,25,1528222124,300,DEFAULT
20599,1040,25,1527530912,666.67,PAYMENT
23075,1040,25,1530122923,173.33,DEFAULT
22938,1040,25,1529950124,173.33,PAYMENT
25116,1040,25,1532282886,666.67,DEFAULT
11588,1040,25,1516295297,8050.04,PAYMENT
22435,1040,25,1529431725,666.67,PAYMENT
21938,1040,25,1528999725,293.34,PAYMENT
21032,1040,25,1528049317,300,PAYMENT
23308,1040,25,1530382125,50,DEFAULT
23156,1040,25,1530122926,50,PAYMENT
14159,1040,25,1519837702,666.67,DEFAULT
24956,1040,25,1531937359,666.67,PAYMENT
19912,1040,25,1526839713,666.67,PAYMENT
14825,1040,25,1520788105,666.67,PAYMENT
22028,1040,25,1528999728,200,PAYMENT
17464,1040,25,1524074908,666.67,PAYMENT
13391,1040,25,1518973703,106.66,PAYMENT
13390,1040,25,1518973703,666.67,PAYMENT
15313,1040,25,1521392905,106.66,PAYMENT
13576,1040,25,1519146502,666.67,DEFAULT
24941,1040,25,1531937359,173.33,PAYMENT
11751,1040,25,1516554501,106.66,PAYMENT
21031,1040,25,1528049317,200,PAYMENT
22616,1040,25,1529604530,173.33,DEFAULT
20135,1040,25,1527012510,666.67,DEFAULT
22436,1040,25,1529431725,106.66,PAYMENT
20136,1040,25,1527012510,106.66,DEFAULT
21699,1040,25,1528740553,200,PAYMENT
21124,1040,25,1528222124,200,DEFAULT
14160,1040,25,1519837702,106.66,DEFAULT
19913,1040,25,1526839713,106.66,PAYMENT
21939,1040,25,1528999725,400,DEFAULT
24957,1040,25,1531937359,106.66,PAYMENT
20719,1040,25,1527703713,106.66,DEFAULT
17465,1040,25,1524074908,106.66,PAYMENT
20600,1040,25,1527530912,106.66,PAYMENT
22408,1040,25,1529431724,173.33,PAYMENT
22630,1040,25,1529604531,173.33,PAYMENT
14009,1040,25,1519664902,666.67,PAYMENT
13577,1040,25,1519146502,106.66,DEFAULT
11589,1040,25,1516295298,50,PAYMENT
16945,1151,26,1523470108,1666.67,PAYMENT
14732,1151,26,1520788102,50,PAYMENT
15234,1151,26,1521392903,1716.67,DEFAULT
15116,1151,26,1521047306,1716.67,PAYMENT
16946,1151,26,1523470108,266.66,PAYMENT
14731,1151,26,1520788102,20050.04,PAYMENT
24329,1151,26,1531332561,266.66,PAYMENT
15734,1151,26,1521738505,266.66,PAYMENT
15733,1151,26,1521738505,1716.67,PAYMENT
15233,1151,26,1521392903,266.66,DEFAULT
21680,1151,26,1528740553,1666.67,PAYMENT
24328,1151,26,1531332561,1666.67,PAYMENT
19362,1151,26,1526234917,266.66,PAYMENT
21681,1151,26,1528740553,266.66,PAYMENT
19361,1151,26,1526234917,1666.67,PAYMENT
15117,1151,26,1521047306,266.66,PAYMENT
2061,443,27,1501783729,833.33,PAYMENT
14931,1158,27,1520874504,50,PAYMENT
2062,443,27,1501783729,125,PAYMENT
24432,1158,27,1531418958,266.66,PAYMENT
8858,443,27,1512320898,833.33,PAYMENT
19370,1158,27,1526234917,266.66,PAYMENT
8859,443,27,1512320898,125,PAYMENT
15214,1158,27,1521133703,266.66,PAYMENT
10621,443,27,1514999298,833.33,PAYMENT
15213,1158,27,1521133703,1716.67,PAYMENT
10622,443,27,1514999298,125,PAYMENT
21797,1158,27,1528826942,266.66,PAYMENT
5465,443,27,1507050490,833.33,PAYMENT
21796,1158,27,1528826942,1666.67,PAYMENT
5466,443,27,1507050490,125,PAYMENT
24431,1158,27,1531418958,1666.67,PAYMENT
192,443,27,1499105286,833.33,PAYMENT
17039,1158,27,1523556507,266.66,PAYMENT
193,443,27,1499105286,125,PAYMENT
17038,1158,27,1523556507,1666.67,PAYMENT
12441,443,27,1517764101,833.33,PAYMENT
19369,1158,27,1526234917,1666.67,PAYMENT
12442,443,27,1517764101,125,PAYMENT
14930,1158,27,1520874504,20050.04,PAYMENT
7239,443,27,1509901694,833.33,PAYMENT
7240,443,27,1509901694,125,PAYMENT
14348,443,27,1520183307,125,PAYMENT
3718,443,27,1504462167,833.33,PAYMENT
3719,443,27,1504462168,125,PAYMENT
14347,443,27,1520183307,833.33,PAYMENT
570,239,28,1499710095,250,PAYMENT
571,239,28,1499710095,37.5,PAYMENT
2461,239,28,1502388538,37.5,PAYMENT
2460,239,28,1502388538,250,PAYMENT
5868,239,28,1507655290,250,PAYMENT
5869,239,28,1507655290,37.5,PAYMENT
4040,239,28,1505066975,250,PAYMENT
4041,239,28,1505066975,37.5,PAYMENT
23931,686,29,1531073360,583.33,PAYMENT
2106,686,29,1502042930,7049.96,PAYMENT
23932,686,29,1531073360,93.33,PAYMENT
2107,686,29,1502042930,50,PAYMENT
21239,686,29,1528308550,93.33,PAYMENT
18805,686,29,1525716511,583.33,PAYMENT
18806,686,29,1525716511,93.33,PAYMENT
9072,686,29,1512580094,583.33,PAYMENT
9073,686,29,1512580094,93.33,PAYMENT
2413,686,29,1502302137,633.33,PAYMENT
2414,686,29,1502302137,93.33,PAYMENT
21238,686,29,1528308550,583.33,PAYMENT
10799,686,29,1515344901,583.33,PAYMENT
10800,686,29,1515344901,93.33,PAYMENT
5690,686,29,1507482494,583.33,PAYMENT
5691,686,29,1507482494,93.33,PAYMENT
12617,686,29,1517936901,583.33,PAYMENT
12618,686,29,1517936901,93.33,PAYMENT
14528,686,29,1520356102,583.33,PAYMENT
14529,686,29,1520356102,93.33,PAYMENT
16612,686,29,1523210908,93.33,PAYMENT
16611,686,29,1523210908,583.33,PAYMENT
7349,686,29,1509988095,583.33,PAYMENT
7350,686,29,1509988095,93.33,PAYMENT
3910,686,29,1504721372,583.33,PAYMENT
3911,686,29,1504721372,93.33,PAYMENT
1073,373,30,1500401306,137.5,PAYMENT
1072,373,30,1500401306,916.67,PAYMENT
1075,373,30,1500401306,137.5,DEFAULT
1074,373,30,1500401306,916.67,DEFAULT
8642,373,30,1511888893,916.67,DEFAULT
8643,373,30,1511888893,137.5,DEFAULT
4535,373,30,1505671690,916.67,PAYMENT
4536,373,30,1505671691,137.5,PAYMENT
9307,373,30,1512925699,200,PAYMENT
9382,373,30,1513098494,916.67,PAYMENT
9383,373,30,1513098494,137.5,PAYMENT
9390,373,30,1513098495,200,DEFAULT
9691,373,30,1513530499,916.67,PAYMENT
9692,373,30,1513530499,137.5,PAYMENT
9854,373,30,1513703296,916.67,DEFAULT
9855,373,30,1513703296,137.5,DEFAULT
9934,373,30,1513789696,916.67,PAYMENT
9935,373,30,1513789696,137.5,PAYMENT
2750,373,30,1502820545,916.67,PAYMENT
2751,373,30,1502820545,137.5,PAYMENT
11386,373,30,1516036100,916.67,PAYMENT
11387,373,30,1516036100,137.5,PAYMENT
2860,373,30,1502993347,916.67,DEFAULT
2861,373,30,1502993347,137.5,DEFAULT
11502,373,30,1516208898,916.67,DEFAULT
11503,373,30,1516208898,137.5,DEFAULT
11649,373,30,1516554498,916.67,PAYMENT
11650,373,30,1516554498,137.5,PAYMENT
2915,373,30,1503252549,916.67,PAYMENT
2916,373,30,1503252549,137.5,PAYMENT
6089,373,30,1508087292,916.67,PAYMENT
6090,373,30,1508087292,137.5,PAYMENT
6227,373,30,1508260089,916.67,DEFAULT
6228,373,30,1508260089,137.5,DEFAULT
6564,373,30,1508778491,916.67,PAYMENT
6565,373,30,1508778491,137.5,PAYMENT
948,373,30,1500228503,916.67,PAYMENT
949,373,30,1500228503,137.5,PAYMENT
7871,373,30,1510765694,916.67,PAYMENT
7872,373,30,1510765694,137.5,PAYMENT
7982,373,30,1511111294,916.67,DEFAULT
7983,373,30,1511111294,137.5,DEFAULT
8520,373,30,1511716096,916.67,PAYMENT
8521,373,30,1511716096,137.5,PAYMENT
16871,1230,31,1523470107,50,PAYMENT
21688,1230,31,1528740553,1666.67,PAYMENT
24337,1230,31,1531332561,266.66,PAYMENT
21689,1230,31,1528740553,266.66,PAYMENT
17229,1230,31,1523815710,266.66,PAYMENT
16870,1230,31,1523470107,20050.04,PAYMENT
24336,1230,31,1531332561,1666.67,PAYMENT
19374,1230,31,1526234917,266.66,PAYMENT
